,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,High,Medium,Small,Tier 1,Tier 2,Tier 3
2312,FDZ10,17.85,0,0.074422769,7,128.002,3,1998,3,253.004,0,1,0,0,0,1
2313,FDM13,6.425,0,0.105742544,9,130.5626,3,1998,3,131.1626,0,1,0,0,0,1
2314,FDF26,6.825,1,0.046729336,12,153.4998,6,2002,1,2153.1972,0,1,0,0,1,0
2315,FDN02,17.6,0,0.073470234,12,205.3638,5,1985,4,5383.6588,0,1,0,0,0,1
2316,NCI30,20.25,0,0.058886477,5,245.546,4,1987,1,1724.422,1,0,0,0,0,1
2317,NCJ31,19.2,0,0.18293775,15,243.0196,1,1999,1,3615.294,0,1,0,1,0,0
2318,NCQ54,17.7,0,0.020993364,5,166.8474,3,1998,3,168.4474,0,1,0,0,0,1
2319,FDB02,9.695,1,0.029223424,12,175.437,6,2002,1,2999.429,0,1,0,0,1,0
2320,FDC02,17.6,0,0.068489201,12,259.3278,5,1985,4,4165.2448,0,1,0,0,0,1
2321,FDA11,7.75,0,0.043326511,6,95.6436,6,2002,1,1134.5232,0,1,0,0,1,0
2322,DRI23,17.6,0,0.136532569,11,159.6578,5,1985,4,2888.2404,0,1,0,0,0,1
2323,FDE04,19.75,1,0.018051091,8,179.866,1,1999,1,2696.49,0,1,0,1,0,0
2324,FDW38,5.325,1,0.23212188,1,55.5298,3,1998,3,53.9298,0,1,0,0,0,1
2325,FDG46,17.6,1,0.057620562,7,115.4518,10,1985,3,113.8518,0,0,1,1,0,0
2326,NCJ05,17.6,0,0.045865089,10,152.3682,5,1985,4,2287.023,0,1,0,0,0,1
2327,FDU01,17.6,1,0.021002171,12,185.1924,10,1985,3,555.2772,0,0,1,1,0,0
2328,FDY11,6.71,1,0.029727657,6,66.6142,7,2007,1,1120.5414,0,1,0,0,1,0
2329,FDX60,14.35,0,0.080527065,6,79.296,4,1987,1,719.064,1,0,0,0,0,1
2330,NCN29,15.2,0,0.0,10,47.8034,1,1999,1,437.4306,0,1,0,1,0,0
2331,FDT07,5.82,1,0.0,4,256.633,1,1999,1,2050.664,0,1,0,1,0,0
2332,FDI21,5.59,1,0.056833394,7,61.9168,2,2009,2,1214.4192,0,1,0,0,0,1
2333,FDI41,18.5,1,0.062256921,8,148.0418,8,1997,1,2059.9852,0,0,1,1,0,0
2334,FDE10,17.6,1,0.089512542,7,133.1626,5,1985,4,3672.5528,0,1,0,0,0,1
2335,FDQ28,14.0,1,0.060427062,8,153.5656,8,1997,1,3089.312,0,0,1,1,0,0
2336,FDY32,7.605,0,0.216323008,4,165.021,3,1998,3,815.605,0,1,0,0,0,1
2337,NCK05,17.6,0,0.135612397,10,61.1536,10,1985,3,61.2536,0,0,1,1,0,0
2338,FDH12,9.6,0,0.085125951,6,107.128,6,2002,1,1278.336,0,1,0,0,1,0
2339,FDJ27,17.7,1,0.122565413,3,103.8674,7,2007,1,1528.011,0,1,0,0,1,0
2340,DRL35,15.7,0,0.0,11,43.377,3,1998,3,129.831,0,1,0,0,0,1
2341,NCY29,13.65,0,0.077670981,10,55.093,7,2007,1,1301.639,0,1,0,0,1,0
2342,FDC21,14.6,1,0.043201813,4,110.1254,7,2007,1,1844.9318,0,1,0,0,1,0
2343,FDM33,15.6,0,0.088215871,7,220.1798,7,2007,1,5068.7354,0,1,0,0,1,0
2344,DRJ39,20.25,0,0.036295834,1,217.5482,4,1987,1,1095.241,1,0,0,0,0,1
2345,FDB22,8.02,0,0.186528819,7,151.9998,3,1998,3,307.5996,0,1,0,0,0,1
2346,FDC32,18.35,0,0.099026525,4,93.8462,4,1987,1,1295.6468,1,0,0,0,0,1
2347,FDD02,16.6,0,0.0,12,118.8124,8,1997,1,2607.2728,0,0,1,1,0,0
2348,FDL28,10.0,1,0.063162608,8,228.6668,9,2004,1,3455.502,0,0,1,0,1,0
2349,FDL39,16.1,1,0.063429818,1,179.4318,1,1999,1,2345.6134,0,1,0,1,0,0
2350,FDV37,13.0,1,0.139785104,12,196.2426,3,1998,3,197.7426,0,1,0,0,0,1
2351,FDA28,16.1,1,0.04807227,8,126.5362,7,2007,1,1761.7068,0,1,0,0,1,0
2352,FDL04,19.0,0,0.112097433,8,105.5622,1,1999,1,1905.5196,0,1,0,1,0,0
2353,FDR10,17.6,0,0.010037996,7,163.5552,9,2004,1,3086.6488,0,0,1,0,1,0
2354,FDA39,6.32,0,0.012789884,3,39.1822,7,2007,1,1060.6194,0,1,0,0,1,0
2355,FDR15,9.3,1,0.033431669,3,153.1314,9,2004,1,4653.942,0,0,1,0,1,0
2356,FDQ40,11.1,1,0.03623131,8,175.0712,7,2007,1,3339.6528,0,1,0,0,1,0
2357,DRG23,17.6,0,0.086360962,11,151.2682,5,1985,4,2439.4912,0,1,0,0,0,1
2358,FDU36,6.15,0,0.046232445,6,99.4384,4,1987,1,1379.5376,1,0,0,0,0,1
2359,FDF47,20.85,0,0.097618234,14,223.9746,8,1997,1,897.4984,0,0,1,1,0,0
2360,FDH14,17.1,1,0.046808553,12,141.4838,8,1997,1,1404.838,0,0,1,1,0,0
2361,FDO45,13.15,1,0.03810738,7,86.3856,2,2009,2,615.1992,0,1,0,0,0,1
2362,FDK60,16.5,1,0.093846532,6,95.7068,9,2004,1,1069.2748,0,0,1,0,1,0
2363,FDS43,11.65,0,0.040744057,4,185.924,7,2007,1,4101.328,0,1,0,0,1,0
2364,FDN44,13.15,0,0.022831052,4,160.292,1,1999,1,4793.76,0,1,0,1,0,0
2365,FDS34,19.35,1,0.076878416,7,113.9518,1,1999,1,1138.518,0,1,0,1,0,0
2366,FDU20,19.35,1,0.021501067,4,122.2098,6,2002,1,2771.7254,0,1,0,0,1,0
2367,FDP44,16.5,1,0.07964724,4,101.4332,4,1987,1,1948.1308,1,0,0,0,0,1
2368,FDC02,21.35,0,0.068809463,12,258.5278,9,2004,1,5206.556,0,0,1,0,1,0
2369,FDT56,16.0,1,0.115570552,4,57.5246,9,2004,1,173.7738,0,0,1,0,1,0
2370,NCA06,20.5,0,0.143164371,5,34.919,4,1987,1,73.238,1,0,0,0,0,1
2371,FDE04,19.75,1,0.018008071,8,180.466,4,1987,1,3415.554,1,0,0,0,0,1
2372,NCX06,17.6,0,0.015775777,5,179.1976,7,2007,1,3803.0496,0,1,0,0,1,0
2373,FDX49,4.615,1,0.102407778,12,234.33,7,2007,1,3961.51,0,1,0,0,1,0
2374,DRM59,5.88,0,0.003606726,11,154.1998,2,2009,2,1384.1982,0,1,0,0,0,1
2375,FDJ34,11.8,1,0.093801337,7,126.0704,1,1999,1,1251.704,0,1,0,1,0,0
2376,FDP60,17.35,0,0.0,6,101.9016,4,1987,1,1821.6288,1,0,0,0,0,1
2377,FDI07,12.35,1,0.033760862,3,196.9426,8,1997,1,5141.3076,0,0,1,1,0,0
2378,FDV07,17.6,0,0.031131455,4,111.0228,5,1985,4,3205.1612,0,1,0,0,0,1
2379,FDH41,9.0,0,0.082177842,8,214.1534,6,2002,1,1720.4272,0,1,0,0,1,0
2380,NCB31,6.235,0,0.118858866,5,263.291,1,1999,1,3418.883,0,1,0,1,0,0
2381,FDW34,9.6,0,0.0,7,244.817,9,2004,1,4374.306,0,0,1,0,1,0
2382,FDX45,16.75,0,0.105448901,7,156.163,7,2007,1,782.315,0,1,0,0,1,0
2383,FDH14,17.1,1,0.046881328,12,141.3838,1,1999,1,1685.8056,0,1,0,1,0,0
2384,FDF26,6.825,1,0.078057026,12,154.5998,3,1998,3,153.7998,0,1,0,0,0,1
2385,FDU24,6.78,1,0.140955857,6,92.212,7,2007,1,4101.328,0,1,0,0,1,0
2386,FDX11,16.0,1,0.107186944,6,181.9634,2,2009,2,3453.5046,0,1,0,0,0,1
2387,FDF35,15.0,0,0.153960209,14,105.9938,9,2004,1,1179.1318,0,0,1,0,1,0
2388,NCC43,7.39,0,0.093160853,5,251.3066,2,2009,2,1004.0264,0,1,0,0,0,1
2389,FDG29,17.6,0,0.05629192,8,42.5454,8,1997,1,419.454,0,0,1,1,0,0
2390,FDS44,12.65,1,0.15604396,4,239.6538,8,1997,1,3845.6608,0,0,1,1,0,0
2391,FDZ10,17.85,0,0.044463491,7,127.102,8,1997,1,2024.032,0,0,1,1,0,0
2392,FDC52,11.15,1,0.00827301,1,150.4708,4,1987,1,1956.1204,1,0,0,0,0,1
2393,DRL35,15.7,0,0.030697825,11,42.877,9,2004,1,1168.479,0,0,1,0,1,0
2394,NCP55,14.65,0,0.0,15,56.4614,3,1998,3,55.2614,0,1,0,0,0,1
2395,FDV38,17.6,0,0.101281,1,55.0956,5,1985,4,2020.0372,0,1,0,0,0,1
2396,FDL44,18.25,0,0.012300013,4,160.4894,6,2002,1,3073.9986,0,1,0,0,1,0
2397,FDZ47,20.7,1,0.0,6,98.7042,7,2007,1,1884.8798,0,1,0,0,1,0
2398,FDT45,15.85,0,0.057313443,7,53.3956,8,1997,1,1364.89,0,0,1,1,0,0
2399,FDN23,6.575,1,0.075625152,13,145.7444,1,1999,1,3193.1768,0,1,0,1,0,0
2400,NCP43,17.75,0,0.030568919,15,177.866,6,2002,1,2336.958,0,1,0,0,1,0
2401,DRJ24,17.6,0,0.198424841,2,185.2924,10,1985,3,370.1848,0,0,1,1,0,0
2402,FDA02,17.6,1,0.029578726,1,143.5786,5,1985,4,3756.4436,0,1,0,0,0,1
2403,FDH33,17.6,0,0.213125482,7,44.9428,10,1985,3,175.7712,0,0,1,1,0,0
2404,FDF56,16.7,1,0.120137953,4,181.2976,7,2007,1,3078.6592,0,1,0,0,1,0
2405,NCN26,10.85,0,0.028679894,5,115.1808,8,1997,1,2109.2544,0,0,1,1,0,0
2406,FDD22,10.0,0,0.099804623,7,113.7544,1,1999,1,3243.7776,0,1,0,1,0,0
2407,FDU15,13.65,1,0.044526443,3,37.9532,3,1998,3,71.9064,0,1,0,0,0,1
2408,FDB41,19.0,1,0.162882227,8,46.8718,3,1998,3,189.0872,0,1,0,0,0,1
2409,FDZ35,9.6,1,0.022404493,13,102.499,7,2007,1,2579.975,0,1,0,0,1,0
2410,FDT60,12.0,0,0.075975642,6,124.1388,7,2007,1,1486.0656,0,1,0,0,1,0
2411,FDE51,5.925,1,0.09644909,1,43.8086,9,2004,1,312.2602,0,0,1,0,1,0
2412,NCQ06,13.0,0,0.041816615,5,254.5014,9,2004,1,4845.0266,0,0,1,0,1,0
2413,FDS28,8.18,1,0.082867689,8,58.5588,7,2007,1,171.7764,0,1,0,0,1,0
2414,FDH32,12.8,0,0.076214289,4,96.541,6,2002,1,1834.279,0,1,0,0,1,0
2415,FDW37,19.2,0,0.124301968,12,89.7488,6,2002,1,2082.6224,0,1,0,0,1,0
2416,FDY33,14.5,1,0.097201128,7,159.4262,8,1997,1,2705.1454,0,0,1,1,0,0
2417,FDF17,5.19,0,0.042861968,8,196.811,7,2007,1,3731.809,0,1,0,0,1,0
2418,FDG56,13.3,1,0.0713931,4,61.0536,4,1987,1,1592.5936,1,0,0,0,0,1
2419,NCB18,19.6,0,0.041256807,5,88.8514,4,1987,1,2125.2336,1,0,0,0,0,1
2420,FDU14,17.75,0,0.034746076,1,248.275,9,2004,1,998.7,0,0,1,0,1,0
2421,FDU22,12.35,0,0.093441604,7,119.1124,1,1999,1,3673.8844,0,1,0,1,0,0
2422,NCV41,14.35,0,0.017024598,10,109.8228,4,1987,1,2099.9332,1,0,0,0,0,1
2423,FDY52,6.365,0,0.007363189,8,63.2536,6,2002,1,1225.072,0,1,0,0,1,0
2424,DRG48,17.6,0,0.014484582,2,143.9102,5,1985,4,3062.0142,0,1,0,0,0,1
2425,FDU01,17.6,1,0.011937183,12,184.7924,5,1985,4,4442.2176,0,1,0,0,0,1
2426,NCP53,14.75,0,0.032862976,10,238.6906,4,1987,1,4278.4308,1,0,0,0,0,1
2427,FDC17,12.15,0,0.015484763,8,211.9928,1,1999,1,631.1784,0,1,0,1,0,0
2428,NCZ30,6.59,0,0.026163192,5,121.5098,4,1987,1,602.549,1,0,0,0,0,1
2429,FDK03,12.6,1,0.073920438,1,255.6356,8,1997,1,2797.6916,0,0,1,1,0,0
2430,FDE08,17.6,0,0.086352403,4,149.8734,10,1985,3,445.4202,0,0,1,1,0,0
2431,NCM07,17.6,0,0.03976832,15,83.9908,5,1985,4,2348.9424,0,1,0,0,0,1
2432,FDY35,17.6,1,0.015950066,13,47.7402,5,1985,4,1975.4286,0,1,0,0,0,1
2433,FDS28,17.6,1,0.082002559,8,59.2588,5,1985,4,1374.2112,0,1,0,0,0,1
2434,FDI56,7.325,0,0.093307668,4,92.7146,4,1987,1,2006.7212,1,0,0,0,0,1
2435,FDR23,17.6,0,0.143199389,13,175.837,10,1985,3,352.874,0,0,1,1,0,0
2436,FDF29,15.1,1,0.019965179,8,130.531,1,1999,1,908.817,0,1,0,1,0,0
2437,FDA47,17.6,1,0.116108797,6,164.121,5,1985,4,6035.477,0,1,0,0,0,1
2438,FDI10,8.51,1,0.078339081,7,172.9422,4,1987,1,1379.5376,1,0,0,0,0,1
2439,FDC45,17.6,0,0.237651344,4,170.2106,10,1985,3,171.1106,0,0,1,1,0,0
2440,FDA27,20.35,1,0.031102571,1,257.2672,7,2007,1,2045.3376,0,1,0,0,1,0
2441,NCR41,17.85,0,0.018097419,10,96.9094,2,2009,2,1332.9316,0,1,0,0,0,1
2442,FDR09,18.25,0,0.078041216,7,258.4962,2,2009,2,2848.9582,0,1,0,0,0,1
2443,NCB06,17.6,0,0.08226356,10,160.492,4,1987,1,1278.336,1,0,0,0,0,1
2444,FDE53,10.895,0,0.026880159,8,106.428,8,1997,1,1491.392,0,0,1,1,0,0
2445,DRE27,11.85,0,0.222063351,1,99.6726,3,1998,3,195.7452,0,1,0,0,0,1
2446,NCA06,17.6,0,0.142589751,5,35.919,5,1985,4,585.904,0,1,0,0,0,1
2447,FDL56,14.1,0,0.126292985,4,88.6198,2,2009,2,1133.8574,0,1,0,0,0,1
2448,FDT09,15.15,1,0.012260981,7,131.7284,9,2004,1,1186.4556,0,0,1,0,1,0
2449,DRH03,17.25,0,0.05869048,1,91.612,3,1998,3,93.212,0,1,0,0,0,1
2450,NCQ53,17.6,0,0.018982338,10,237.059,2,2009,2,2836.308,0,1,0,0,0,1
2451,NCT18,14.6,0,0.059405152,5,179.6976,8,1997,1,3621.952,0,0,1,1,0,0
2452,FDL43,10.1,0,0.027059264,3,76.467,9,2004,1,1761.041,0,0,1,0,1,0
2453,FDJ53,10.5,0,0.071244438,8,119.2098,9,2004,1,1325.6078,0,0,1,0,1,0
2454,NCQ02,12.6,0,0.007455054,5,186.9556,9,2004,1,3942.8676,0,0,1,0,1,0
2455,NCJ05,18.7,0,0.046088273,10,153.6682,8,1997,1,3506.7686,0,0,1,1,0,0
2456,FDT40,5.985,0,0.096185556,8,127.1678,2,2009,2,3560.6984,0,1,0,0,0,1
2457,FDA48,12.1,0,0.11487406,6,221.4114,8,1997,1,5099.3622,0,0,1,1,0,0
2458,FDV37,13.0,1,0.083643716,12,196.0426,1,1999,1,2570.6538,0,1,0,1,0,0
2459,FDX07,19.2,1,0.022965292,4,181.695,6,2002,1,2563.33,0,1,0,0,1,0
2460,DRG48,5.78,0,0.014584584,2,146.3102,6,2002,1,2187.153,0,1,0,0,1,0
2461,FDF44,7.17,1,0.059716729,4,130.9968,9,2004,1,2348.9424,0,0,1,0,1,0
2462,FDS24,20.85,1,0.062224479,6,88.1514,8,1997,1,1682.4766,0,0,1,1,0,0
2463,NCQ50,18.75,0,0.034360687,5,215.7218,1,1999,1,4274.436,0,1,0,1,0,0
2464,FDT25,7.5,0,0.050708743,12,123.4072,4,1987,1,3185.1872,1,0,0,0,0,1
2465,FDO03,10.395,1,0.036957777,3,230.5352,6,2002,1,4580.704,0,1,0,0,1,0
2466,FDJ55,12.8,1,0.023530953,3,223.5404,8,1997,1,1800.3232,0,0,1,1,0,0
2467,FDM36,11.65,1,0.058681957,6,170.4422,4,1987,1,517.3266,1,0,0,0,0,1
2468,FDM21,20.2,0,0.064728148,7,258.0646,7,2007,1,5668.6212,0,1,0,0,1,0
2469,FDK58,11.35,1,0.0,7,103.0016,9,2004,1,2125.2336,0,0,1,0,1,0
2470,FDD26,8.71,1,0.120773451,12,186.5924,3,1998,3,555.2772,0,1,0,0,0,1
2471,FDW57,8.31,1,0.115911972,7,177.3028,6,2002,1,1948.1308,0,1,0,0,1,0
2472,FDT32,19.0,1,0.10985775,4,188.8214,3,1998,3,188.4214,0,1,0,0,0,1
2473,FDT25,7.5,0,0.050853901,12,121.7072,6,2002,1,367.5216,0,1,0,0,1,0
2474,NCB19,6.525,0,0.090295708,5,84.6882,8,1997,1,601.2174,0,0,1,1,0,0
2475,FDD05,17.6,0,0.029084548,8,122.0098,10,1985,3,361.5294,0,0,1,1,0,0
2476,NCE54,17.6,0,0.026769592,5,77.0354,5,1985,4,2332.2974,0,1,0,0,0,1
2477,FDO39,6.985,1,0.137580452,3,182.8608,1,1999,1,4042.7376,0,1,0,1,0,0
2478,NCV06,11.3,0,0.066816565,5,192.2478,6,2002,1,1356.2346,0,1,0,0,1,0
2479,DRB13,6.115,1,0.01179078,2,189.053,3,1998,3,948.765,0,1,0,0,0,1
2480,FDX51,9.5,1,0.036921781,3,194.2452,3,1998,3,782.9808,0,1,0,0,0,1
2481,FDC38,15.7,0,0.122742389,12,134.2942,6,2002,1,1192.4478,0,1,0,0,1,0
2482,FDD04,16.0,0,0.089971292,1,143.2154,8,1997,1,1701.7848,0,0,1,1,0,0
2483,FDC05,13.1,1,0.099186992,8,198.7768,2,2009,2,3153.2288,0,1,0,0,0,1
2484,DRJ59,17.6,0,0.0,11,39.0164,5,1985,4,1042.6428,0,1,0,0,0,1
2485,FDL22,16.85,0,0.036596012,7,90.6488,7,2007,1,633.8416,0,1,0,0,1,0
2486,DRH13,17.6,0,0.041821227,2,107.628,10,1985,3,213.056,0,0,1,1,0,0
2487,FDV22,14.85,1,0.016635488,7,157.563,3,1998,3,312.926,0,1,0,0,0,1
2488,FDP07,18.2,0,0.090084098,4,197.211,6,2002,1,3142.576,0,1,0,0,1,0
2489,FDK27,11.0,0,0.008960445,3,119.1756,1,1999,1,1696.4584,0,1,0,1,0,0
2490,FDP31,21.1,1,0.162418495,4,64.9168,7,2007,1,639.168,0,1,0,0,1,0
2491,NCI54,15.2,0,0.056237906,5,110.7912,3,1998,3,109.1912,0,1,0,0,0,1
2492,DRK35,17.6,0,0.071498575,11,37.7506,5,1985,4,796.9626,0,1,0,0,0,1
2493,NCO07,9.06,0,0.009791467,15,213.256,1,1999,1,4687.232,0,1,0,1,0,0
2494,FDN31,11.5,0,0.072820885,4,191.253,4,1987,1,3036.048,1,0,0,0,0,1
2495,NCO02,11.15,0,0.073354286,15,66.8142,9,2004,1,2372.9112,0,0,1,0,1,0
2496,FDQ26,13.5,1,0.068010049,1,57.2562,6,2002,1,770.3306,0,1,0,0,1,0
2497,FDQ07,15.1,1,0.087406863,4,221.8456,8,1997,1,663.1368,0,0,1,1,0,0
2498,FDB49,8.3,1,0.030198228,6,98.2384,1,1999,1,2167.8448,0,1,0,1,0,0
2499,FDY44,14.15,1,0.024442501,4,196.411,1,1999,1,2749.754,0,1,0,1,0,0
2500,NCI54,17.6,0,0.033436336,5,107.3912,5,1985,4,3057.3536,0,1,0,0,0,1
2501,FDV44,8.365,1,0.039844429,4,190.1188,8,1997,1,1904.188,0,0,1,1,0,0
2502,FDI48,11.85,1,0.055805027,6,53.0666,1,1999,1,512.666,0,1,0,1,0,0
2503,NCL05,19.6,0,0.047888606,10,42.277,9,2004,1,605.878,0,0,1,0,1,0
2504,FDT32,19.0,1,0.065735977,4,189.6214,1,1999,1,2826.321,0,1,0,1,0,0
2505,FDM10,18.25,0,0.076089711,7,212.9218,1,1999,1,3846.9924,0,1,0,1,0,0
2506,FDS21,19.85,1,0.020908608,7,63.5194,1,1999,1,557.2746,0,1,0,1,0,0
2507,FDD11,12.85,0,0.030678825,14,251.704,6,2002,1,3542.056,0,1,0,0,1,0
2508,FDL04,17.6,0,0.111381428,8,106.7622,5,1985,4,2964.1416,0,1,0,0,0,1
2509,FDO58,19.6,0,0.039738393,7,163.7526,2,2009,2,2960.1468,0,1,0,0,0,1
2510,FDQ08,15.7,1,0.01903743,4,60.5536,7,2007,1,490.0288,0,1,0,0,1,0
2511,FDT28,13.3,0,0.06356617,8,151.3708,8,1997,1,3611.2992,0,0,1,1,0,0
2512,FDT22,10.395,0,0.112553853,7,59.022,2,2009,2,1378.206,0,1,0,0,0,1
2513,FDB58,10.5,1,0.013493914,7,143.7154,9,2004,1,3119.9388,0,0,1,0,1,0
2514,FDN45,19.35,0,0.118102769,7,224.8088,8,1997,1,2013.3792,0,0,1,1,0,0
2515,FDZ45,14.1,0,0.06682033,7,198.9084,4,1987,1,4761.8016,1,0,0,0,0,1
2516,FDJ38,8.6,1,0.040205535,12,188.753,8,1997,1,7590.12,0,0,1,1,0,0
2517,NCT06,17.1,0,0.038816115,5,166.4842,6,2002,1,1326.2736,0,1,0,0,1,0
2518,FDU21,17.6,1,0.076348933,7,32.8558,5,1985,4,713.0718,0,1,0,0,0,1
2519,NCP30,20.5,0,0.032819637,5,38.9822,1,1999,1,982.055,0,1,0,1,0,0
2520,FDR27,15.1,1,0.096249842,3,134.4942,1,1999,1,2119.9072,0,1,0,1,0,0
2521,FDW39,6.69,1,0.0,3,176.937,7,2007,1,4234.488,0,1,0,0,1,0
2522,DRZ24,17.6,0,0.0,2,121.044,5,1985,4,2396.88,0,1,0,0,0,1
2523,FDK21,7.905,0,0.010003987,7,250.7408,4,1987,1,5757.8384,1,0,0,0,0,1
2524,FDJ04,18.0,0,0.124452048,8,118.5124,8,1997,1,1303.6364,0,0,1,1,0,0
2525,FDZ13,7.84,1,0.154363209,12,50.835,7,2007,1,599.22,0,1,0,0,1,0
2526,FDS16,15.15,1,0.066551268,8,144.676,7,2007,1,3954.852,0,1,0,0,1,0
2527,FDD56,15.2,1,0.173703549,4,175.8054,3,1998,3,1050.6324,0,1,0,0,0,1
2528,FDI57,19.85,0,0.054025644,16,197.2768,8,1997,1,6503.5344,0,0,1,1,0,0
2529,FDQ12,17.6,0,0.03523927,6,231.601,5,1985,4,5972.226,0,1,0,0,0,1
2530,FDI56,7.325,0,0.093385381,4,91.3146,8,1997,1,1641.8628,0,0,1,1,0,0
2531,NCT42,5.88,0,0.024937792,5,148.4392,6,2002,1,2087.9488,0,1,0,0,1,0
2532,FDM25,10.695,1,0.060654268,9,174.7712,9,2004,1,3339.6528,0,0,1,0,1,0
2533,DRB25,17.6,0,0.06912336,2,106.0938,5,1985,4,2787.0388,0,1,0,0,0,1
2534,NCY30,20.25,0,0.025953257,5,179.5976,8,1997,1,2535.3664,0,0,1,1,0,0
2535,FDD44,8.05,1,0.07884393,4,257.0646,7,2007,1,8760.5964,0,1,0,0,1,0
2536,FDK45,11.65,0,0.033851785,16,112.186,9,2004,1,1018.674,0,0,1,0,1,0
2537,FDN45,19.35,0,0.118342285,7,222.6088,6,2002,1,1789.6704,0,1,0,0,1,0
2538,FDQ09,7.235,0,0.058121214,7,115.8834,9,2004,1,1382.2008,0,0,1,0,1,0
2539,FDC17,12.15,0,0.015457803,8,209.9928,9,2004,1,5259.82,0,0,1,0,1,0
2540,FDD45,8.615,0,0.116152226,4,94.1436,4,1987,1,1512.6976,1,0,0,0,0,1
2541,FDD41,6.765,1,0.087260103,8,105.0306,8,1997,1,2090.612,0,0,1,1,0,0
2542,FDU46,10.3,1,0.0111263,7,87.254,8,1997,1,1211.756,0,0,1,1,0,0
2543,FDO45,13.15,1,0.038167453,7,89.4856,7,2007,1,1230.3984,0,1,0,0,1,0
2544,FDG41,8.84,1,0.076547632,8,109.5228,9,2004,1,1657.842,0,0,1,0,1,0
2545,DRC13,8.26,1,0.0,2,122.573,6,2002,1,739.038,0,1,0,0,1,0
2546,FDX50,20.1,0,0.074931201,1,108.9228,2,2009,2,1105.228,0,1,0,0,0,1
2547,FDK56,9.695,0,0.0,4,185.1898,9,2004,1,2619.2572,0,0,1,0,1,0
2548,NCL18,18.85,0,0.16758389,5,194.6136,8,1997,1,2721.7904,0,0,1,1,0,0
2549,FDN57,18.25,0,0.054318517,7,140.9154,1,1999,1,6381.693,0,1,0,1,0,0
2550,FDX03,17.6,1,0.060800116,3,44.4744,5,1985,4,769.6648,0,1,0,0,0,1
2551,NCU17,5.32,0,0.0,10,101.7674,4,1987,1,1120.5414,1,0,0,0,0,1
2552,FDL14,8.115,1,0.032152786,12,157.3972,9,2004,1,1869.5664,0,0,1,0,1,0
2553,NCU18,15.1,0,0.055840055,5,139.8496,8,1997,1,1411.496,0,0,1,1,0,0
2554,NCH43,8.42,0,0.070968081,5,215.9192,7,2007,1,1941.4728,0,1,0,0,1,0
2555,FDH41,9.0,0,0.081996013,8,216.2534,9,2004,1,4301.068,0,0,1,0,1,0
2556,FDS28,8.18,1,0.082737261,8,57.3588,2,2009,2,343.5528,0,1,0,0,0,1
2557,FDG02,17.6,0,0.011206632,12,191.4188,5,1985,4,3998.7948,0,1,0,0,0,1
2558,FDS40,15.35,0,0.014047825,8,36.719,6,2002,1,585.904,0,1,0,0,1,0
2559,FDD10,20.6,1,0.045982389,7,177.0344,4,1987,1,535.3032,1,0,0,0,0,1
2560,DRQ35,9.3,0,0.042256257,11,124.4388,4,1987,1,1609.9044,1,0,0,0,0,1
2561,NCL05,19.6,0,0.0,10,42.877,1,1999,1,649.155,0,1,0,1,0,0
2562,FDJ48,11.3,0,0.056424146,6,247.8118,9,2004,1,2223.1062,0,0,1,0,1,0
2563,FDV21,17.6,0,0.170254469,7,124.8704,5,1985,4,2127.8968,0,1,0,0,0,1
2564,FDJ26,15.3,1,0.084749164,12,215.5218,9,2004,1,4060.7142,0,0,1,0,1,0
2565,NCN05,8.235,0,0.014541462,10,184.495,7,2007,1,3844.995,0,1,0,0,1,0
2566,FDK09,15.2,0,0.091763303,7,228.5352,8,1997,1,1832.2816,0,0,1,1,0,0
2567,FDM56,17.6,0,0.069851683,4,110.9912,5,1985,4,1310.2944,0,1,0,0,0,1
2568,DRF25,9.0,0,0.039004193,2,37.019,6,2002,1,659.142,0,1,0,0,1,0
2569,FDG14,9.0,1,0.05060313,12,150.9024,6,2002,1,4402.2696,0,1,0,0,1,0
2570,FDZ31,15.35,1,0.113195815,4,190.8504,9,2004,1,3643.2576,0,0,1,0,1,0
2571,FDU21,17.6,1,0.134327613,7,35.0558,10,1985,3,33.9558,0,0,1,1,0,0
2572,FDC57,20.1,1,0.054584207,4,193.382,9,2004,1,4247.804,0,0,1,0,1,0
2573,FDU46,10.3,1,0.018623146,7,87.854,3,1998,3,259.662,0,1,0,0,0,1
2574,FDU22,12.35,0,0.093278912,7,118.7124,9,2004,1,2607.2728,0,0,1,0,1,0
2575,DRG23,8.88,0,0.086957199,11,152.5682,6,2002,1,1372.2138,0,1,0,0,1,0
2576,FDR23,15.85,0,0.13689554,13,176.437,3,1998,3,529.311,0,1,0,0,0,1
2577,FDI14,14.1,0,0.090043082,12,140.1496,2,2009,2,846.8976,0,1,0,0,0,1
2578,NCN42,20.25,0,0.014251461,5,148.6418,6,2002,1,2648.5524,0,1,0,0,1,0
2579,NCM41,16.5,0,0.035711426,10,93.612,1,1999,1,1584.604,0,1,0,1,0,0
2580,FDT55,13.6,1,0.043655155,4,156.7946,8,1997,1,3629.2758,0,0,1,1,0,0
2581,DRY23,17.6,1,0.108568067,2,42.9112,5,1985,4,809.6128,0,1,0,0,0,1
2582,FDL46,20.35,0,0.090480214,7,119.5466,3,1998,3,117.8466,0,1,0,0,0,1
